0	10.88
0.3	10.67
0.6	10.43
0.9	10.22
1.2	9.99
1.5	9.77
1.8	9.53
2.1	9.27
2.4	9.07
2.7	8.84
3	8.59
3.3	8.36
3.6	8.11
3.9	7.76
4.2	7.53
4.5	7.32
4.8	7.1
5.1	6.87
5.4	6.66
5.7	6.44
6	6.22
6.3	5.99
6.6	5.73
6.9	5.51
7.2	5.24
7.5	4.97
7.8	4.69
8.1	4.42
8.4	4.12
8.7	3.78
9	3.43
9.3	3.07
9.6	2.69
9.7	2.58
