0	12.43
0.3	12.19
0.6	11.94
0.9	11.73
1.2	11.51
1.5	11.32
1.8	11.11
2.1	10.9
2.4	10.7
2.7	10.5
3	10.31
3.3	10.11
3.6	9.91
3.9	9.71
4.2	9.5
4.5	9.29
4.8	9.07
5.1	8.84
5.4	8.6
5.7	8.36
6	8.09
6.3	7.81
6.6	7.52
6.9	7.21
7.2	6.88
7.5	6.54
7.8	6.19
8.1	5.81
8.4	5.4
8.7	4.97
9	4.52
9.3	4.04
9.6	3.56
9.7	3.39
